Sc0000360	1133943
Sc0000361	1132999
Sc0000362	1132103
Sc0000363	1126125
Sc0000364	1125574
Sc0000365	1124445
Sc0000366	1114899
Sc0000367	1114723
Sc0000368	1114087
Sc0000369	1113741
Sc0000370	1110885
Sc0000371	1108383
Sc0000372	1106312
Sc0000373	1105989
Sc0000374	1105746
Sc0000375	1105067
Sc0000376	1101423
Sc0000377	1099611
Sc0000378	1099403
Sc0000379	1094695
Sc0000380	1093523
Sc0000381	1092318
Sc0000382	1090791
Sc0000383	1089938
Sc0000384	1089516
Sc0000385	1086659
Sc0000386	1085110
Sc0000387	1084965
Sc0000388	1084878
Sc0000389	1084809
Sc0000390	1083281
Sc0000391	1083102
Sc0000392	1082041
Sc0000393	1081744
Sc0000394	1080626
Sc0000395	1078775
Sc0000396	1078354
Sc0000397	1077877
Sc0000398	1077591
Sc0000399	1077383
Sc0000400	1076806
Sc0000401	1074920
Sc0000402	1073206
Sc0000403	1070720
Sc0000404	1069715
Sc0000405	1067435
Sc0000406	1066660
Sc0000407	1066278
Sc0000408	1065051
Sc0000409	1063013
Sc0000410	1062698
Sc0000411	1062273
Sc0000412	1061437
Sc0000413	1061244
Sc0000414	1059146
Sc0000415	1057683
Sc0000416	1053676
Sc0000417	1052323
Sc0000418	1051452
Sc0000419	1050291
Sc0000420	1050173
Sc0000421	1046806
Sc0000422	1046510
Sc0000423	1046262
Sc0000424	1046073
Sc0000425	1041316
Sc0000426	1040933
Sc0000427	1040601
Sc0000428	1040361
Sc0000429	1040004
Sc0000430	1038819
Sc0000431	1038115
Sc0000432	1038098
Sc0000433	1036870
Sc0000434	1036830
Sc0000435	1036179
Sc0000436	1034647
Sc0000437	1032722
Sc0000438	1031810
Sc0000439	1030891
Sc0000440	1029901
Sc0000441	1028638
Sc0000442	1026302
Sc0000443	1025467
Sc0000444	1024736
Sc0000445	1024624
Sc0000446	1023204
Sc0000447	1023122
Sc0000448	1022605
Sc0000449	1021520
Sc0000450	1021243
Sc0000451	1021050
Sc0000452	1021003
Sc0000453	1019690
Sc0000454	1017461
Sc0000455	1017243
Sc0000456	1016286
Sc0000457	1015910
Sc0000458	1015552
Sc0000459	1014995
Sc0000460	1013178
Sc0000461	1013130
Sc0000462	1012171
Sc0000463	1011597
Sc0000464	1009345
Sc0000465	1006386
Sc0000466	1005632
Sc0000467	1003174
Sc0000468	1000802
Sc0000469	1000399
Sc0000470	1000356
Sc0000471	1000154
Sc0000472	999345
Sc0000473	996031
Sc0000474	992863
Sc0000475	992471
Sc0000476	992032
Sc0000477	991816
Sc0000478	991730
Sc0000479	989586
Sc0000480	988124
Sc0000481	987819
Sc0000482	985754
Sc0000483	985205
Sc0000484	984793
Sc0000485	984485
Sc0000486	983672
Sc0000487	982902
Sc0000488	982883
Sc0000489	981802
Sc0000490	981580
Sc0000491	981546
Sc0000492	980166
Sc0000493	980051
Sc0000494	979878
Sc0000495	977822
Sc0000496	976354
Sc0000497	976027
Sc0000498	975791
Sc0000499	974342
Sc0000500	973857
Sc0000501	972757
Sc0000502	972285
Sc0000503	971007
Sc0000504	970918
Sc0000505	968930
Sc0000506	968089
Sc0000507	967788
Sc0000508	967616
Sc0000509	967503
Sc0000510	966646
Sc0000511	964723
Sc0000512	963812
Sc0000513	963654
Sc0000514	962631
Sc0000515	960853
Sc0000516	958904
Sc0000517	957216
Sc0000518	956297
Sc0000519	955153
Sc0000520	954816
Sc0000521	954786
Sc0000522	953905
Sc0000523	953666
Sc0000524	953535
Sc0000525	953296
Sc0000526	952384
Sc0000527	950777
Sc0000528	950202
Sc0000529	950117
Sc0000530	950009
Sc0000531	949936
Sc0000532	949385
Sc0000533	949013
Sc0000534	947658
Sc0000535	947569
Sc0000536	945902
Sc0000537	945812
Sc0000538	945770
Sc0000539	945613
Sc0000540	944341
Sc0000541	943543
Sc0000542	941217
Sc0000543	939388
Sc0000544	939329
Sc0000545	937968
Sc0000546	936712
Sc0000547	936438
Sc0000548	936229
Sc0000549	934115
Sc0000550	933218
Sc0000551	932568
Sc0000552	932305
Sc0000553	932053
Sc0000554	931838
Sc0000555	931331
Sc0000556	931260
Sc0000557	931159
Sc0000558	928847
Sc0000559	925087
Sc0000560	924761
Sc0000561	923648
Sc0000562	923537
Sc0000563	921738
Sc0000564	921541
Sc0000565	920652
Sc0000566	920167
Sc0000567	920143
Sc0000568	920031
Sc0000569	920008
Sc0000570	919864
Sc0000571	918737
Sc0000572	918447
Sc0000573	918017
Sc0000574	916907
Sc0000575	916856
Sc0000576	914295
Sc0000577	914073
Sc0000578	913279
Sc0000579	912355
Sc0000580	911537
Sc0000581	911185
Sc0000582	910992
Sc0000583	910818
Sc0000584	910478
Sc0000585	910037
Sc0000586	909662
Sc0000587	909474
Sc0000588	909395
Sc0000589	909384
Sc0000590	909055
Sc0000591	908400
Sc0000592	908203
Sc0000593	904451
Sc0000594	904429
Sc0000595	903842
Sc0000596	902793
Sc0000597	902227
Sc0000598	902177
Sc0000599	901547
Sc0000600	900674
Sc0000601	899933
Sc0000602	899821
Sc0000603	899819
Sc0000604	899109
Sc0000605	899081
Sc0000606	896412
Sc0000607	896086
Sc0000608	896055
Sc0000609	895866
Sc0000610	895799
Sc0000611	894661
Sc0000612	894216
Sc0000613	892901
Sc0000614	892475
Sc0000615	892048
Sc0000616	890174
Sc0000617	889775
Sc0000618	889734
Sc0000619	888647
Sc0000620	886789
Sc0000621	885081
Sc0000622	884786
Sc0000623	884291
Sc0000624	883953
Sc0000625	883693
Sc0000626	883486
Sc0000627	882994
Sc0000628	882664
Sc0000629	882374
Sc0000630	880743
Sc0000631	880382
Sc0000632	879515
Sc0000633	878336
Sc0000634	877941
Sc0000635	876184
Sc0000636	876040
Sc0000637	875275
Sc0000638	873551
Sc0000639	872510
Sc0000640	871572
Sc0000641	871431
Sc0000642	871420
Sc0000643	870358
Sc0000644	870093
Sc0000645	869882
Sc0000646	869752
Sc0000647	869703
Sc0000648	869369
Sc0000649	868745
Sc0000650	868367
Sc0000651	867769
Sc0000652	867153
Sc0000653	866608
Sc0000654	866149
Sc0000655	863882
Sc0000656	862017
Sc0000657	861609
Sc0000658	860574
Sc0000659	860222
Sc0000660	860015
Sc0000661	859512
Sc0000662	859182
Sc0000663	858387
Sc0000664	857911
Sc0000665	857777
Sc0000666	857614
Sc0000667	857499
Sc0000668	857333
Sc0000669	856522
Sc0000670	854722
Sc0000671	854230
Sc0000672	853794
Sc0000673	852655
Sc0000674	851570
Sc0000675	851532
Sc0000676	850923
Sc0000677	849956
Sc0000678	849051
Sc0000679	848460
Sc0000680	848080
Sc0000681	843509
Sc0000682	842520
Sc0000683	842266
Sc0000684	842096
Sc0000685	841754
Sc0000686	840944
Sc0000687	839907
Sc0000688	838195
Sc0000689	837927
Sc0000690	837775
Sc0000691	837423
Sc0000692	836960
Sc0000693	836442
Sc0000694	836316
Sc0000695	836089
Sc0000696	835352
Sc0000697	834764
Sc0000698	833928
Sc0000699	833234
Sc0000700	831725
Sc0000701	830018
Sc0000702	829449
Sc0000703	828568
Sc0000704	828513
Sc0000705	828355
Sc0000706	828296
Sc0000707	828118
Sc0000708	828091
Sc0000709	827762
Sc0000710	827636
Sc0000711	827172
Sc0000712	826775
Sc0000713	826638
Sc0000714	826369
Sc0000715	824175
Sc0000716	823154
Sc0000717	821270
Sc0000718	821252
Sc0000719	821028
Sc0000720	820669
Sc0000721	819739
Sc0000722	816710
Sc0000723	816634
Sc0000724	816079
Sc0000725	815990
Sc0000726	815586
Sc0000727	815174
Sc0000728	814414
Sc0000729	813307
Sc0000730	813160
Sc0000731	813048
Sc0000732	809694
Sc0000733	809438
Sc0000734	809065
Sc0000735	805714
Sc0000736	805642
Sc0000737	805096
Sc0000738	804239
Sc0000739	804142
Sc0000740	803858
Sc0000741	803468
Sc0000742	803191
Sc0000743	801505
Sc0000744	800045
Sc0000745	799910
Sc0000746	799384
Sc0000747	798069
Sc0000748	797953
Sc0000749	797806
Sc0000750	797236
Sc0000751	797000
Sc0000752	796877
Sc0000753	795021
Sc0000754	795004
Sc0000755	794876
Sc0000756	794426
Sc0000757	794329
Sc0000758	792369
Sc0000759	791977
Sc0000760	791908
Sc0000761	791826
Sc0000762	791658
Sc0000763	790640
Sc0000764	790359
Sc0000765	787715
Sc0000766	786939
Sc0000767	786198
Sc0000768	785426
Sc0000769	783819
Sc0000770	783672
Sc0000771	783277
Sc0000772	782814
Sc0000773	782579
Sc0000774	782155
Sc0000775	781824
Sc0000776	781652
Sc0000777	780764
Sc0000778	779992
Sc0000779	779894
Sc0000780	779708
Sc0000781	779620
Sc0000782	779188
Sc0000783	778988
Sc0000784	777848
Sc0000785	777678
Sc0000786	776109
Sc0000787	775154
Sc0000788	775030
Sc0000789	775010
Sc0000790	774298
Sc0000791	774290
Sc0000792	772914
Sc0000793	772762
Sc0000794	771332
Sc0000795	770448
Sc0000796	770020
Sc0000797	768724
Sc0000798	768585
Sc0000799	768131
Sc0000800	768128
Sc0000801	768038
Sc0000802	767852
Sc0000803	766874
Sc0000804	766473
Sc0000805	763824
Sc0000806	763444
Sc0000807	761215
Sc0000808	760961
Sc0000809	760437
Sc0000810	760275
Sc0000811	759823
Sc0000812	759285
Sc0000813	757511
Sc0000814	756437
Sc0000815	755933
Sc0000816	755922
Sc0000817	755661
Sc0000818	754359
Sc0000819	753890
Sc0000820	753773
Sc0000821	752824
Sc0000822	752231
Sc0000823	751895
Sc0000824	751753
Sc0000825	751196
Sc0000826	750871
Sc0000827	748963
Sc0000828	748786
Sc0000829	748619
Sc0000830	747448
Sc0000831	747301
Sc0000832	747144
Sc0000833	746586
Sc0000834	746430
Sc0000835	746204
Sc0000836	745042
Sc0000837	744778
Sc0000838	742942
Sc0000839	742806
Sc0000840	742602
Sc0000841	742467
Sc0000842	742313
Sc0000843	742289
Sc0000844	741643
Sc0000845	739604
Sc0000846	738984
Sc0000847	738016
Sc0000848	737936
Sc0000849	737529
Sc0000850	737475
Sc0000851	736757
Sc0000852	736454
Sc0000853	735619
Sc0000854	734760
Sc0000855	733737
Sc0000856	733564
Sc0000857	731317
Sc0000858	730912
Sc0000859	730674
Sc0000860	729308
Sc0000861	729284
Sc0000862	727402
Sc0000863	727357
Sc0000864	726895
Sc0000865	726266
Sc0000866	726039
Sc0000867	725917
Sc0000868	724441
Sc0000869	724009
Sc0000870	723782
Sc0000871	722926
Sc0000872	722447
Sc0000873	721350
Sc0000874	719593
Sc0000875	719422
Sc0000876	719065
Sc0000877	718664
Sc0000878	718491
Sc0000879	718255
Sc0000880	717931
Sc0000881	717915
Sc0000882	717449
Sc0000883	716460
Sc0000884	716225
Sc0000885	715620
Sc0000886	715177
Sc0000887	714392
Sc0000888	714160
Sc0000889	713851
Sc0000890	713778
Sc0000891	713439
Sc0000892	712153
Sc0000893	711976
Sc0000894	711926
Sc0000895	711469
Sc0000896	710829
Sc0000897	710392
Sc0000898	709890
Sc0000899	709784
Sc0000900	709280
Sc0000901	709219
Sc0000902	708300
Sc0000903	707432
Sc0000904	703958
Sc0000905	703750
Sc0000906	703027
Sc0000907	702705
Sc0000908	702505
Sc0000909	701828
Sc0000910	701502
Sc0000911	701185
Sc0000912	700808
Sc0000913	700789
Sc0000914	700311
Sc0000915	700170
Sc0000916	699650
Sc0000917	699504
Sc0000918	698627
Sc0000919	698497
Sc0000920	697140
Sc0000921	697068
Sc0000922	696895
Sc0000923	696747
Sc0000924	695993
Sc0000925	695037
Sc0000926	693481
Sc0000927	692548
Sc0000928	692290
Sc0000929	691937
Sc0000930	691874
Sc0000931	691180
Sc0000932	690694
Sc0000933	690596
Sc0000934	689725
Sc0000935	689416
Sc0000936	689367
Sc0000937	688845
Sc0000938	688774
Sc0000939	688741
Sc0000940	688277
Sc0000941	687948
Sc0000942	687534
Sc0000943	687454
Sc0000944	687155
Sc0000945	685932
Sc0000946	684417
Sc0000947	683585
Sc0000948	683486
Sc0000949	683019
Sc0000950	681627
Sc0000951	681624
Sc0000952	681521
Sc0000953	681461
Sc0000954	681424
Sc0000955	681332
Sc0000956	681175
Sc0000957	680937
Sc0000958	680462
Sc0000959	679946
Sc0000960	679660
Sc0000961	679245
Sc0000962	679061
Sc0000963	678568
Sc0000964	676659
Sc0000965	675572
Sc0000966	675063
Sc0000967	674700
Sc0000968	674481
Sc0000969	674058
Sc0000970	673260
Sc0000971	672861
Sc0000972	672773
Sc0000973	672648
Sc0000974	671955
Sc0000975	671912
Sc0000976	671337
Sc0000977	671299
Sc0000978	671290
Sc0000979	670570
Sc0000980	669552
Sc0000981	669163
Sc0000982	669007
Sc0000983	668898
Sc0000984	668763
Sc0000985	668624
Sc0000986	667522
Sc0000987	667210
Sc0000988	666347
Sc0000989	666107
Sc0000990	665648
Sc0000991	665612
Sc0000992	665218
Sc0000993	664184
Sc0000994	664019
Sc0000995	663810
Sc0000996	663347
Sc0000997	662678
Sc0000998	660986
Sc0000999	660459
Sc0001000	659927
Sc0001001	659287
Sc0001002	658564
Sc0001003	657254
Sc0001004	656964
Sc0001005	656962
Sc0001006	656896
Sc0001007	656704
Sc0001008	656651
Sc0001009	656592
Sc0001010	656222
Sc0001011	656194
Sc0001012	655761
Sc0001013	655033
Sc0001014	652739
Sc0001015	652557
Sc0001016	652124
Sc0001017	651992
Sc0001018	651379
Sc0001019	651174
Sc0001020	650845
Sc0001021	649945
Sc0001022	649730
Sc0001023	649575
Sc0001024	649120
Sc0001025	649095
Sc0001026	647868
Sc0001027	647817
Sc0001028	647774
Sc0001029	647568
Sc0001030	647158
Sc0001031	646890
Sc0001032	646155
Sc0001033	645967
Sc0001034	645746
Sc0001035	645596
Sc0001036	645070
Sc0001037	644459
Sc0001038	644345
Sc0001039	643557
Sc0001040	643031
Sc0001041	642966
Sc0001042	642789
Sc0001043	642128
Sc0001044	641972
Sc0001045	641415
Sc0001046	640906
Sc0001047	640799
Sc0001048	640624
Sc0001049	640186
Sc0001050	639614
Sc0001051	639542
Sc0001052	639209
Sc0001053	638889
Sc0001054	638721
Sc0001055	638087
Sc0001056	637990
Sc0001057	637831
Sc0001058	637676
Sc0001059	636997
Sc0001060	636894
Sc0001061	636837
Sc0001062	636423
Sc0001063	636246
Sc0001064	636131
Sc0001065	635868
Sc0001066	635343
Sc0001067	635185
Sc0001068	635015
Sc0001069	634060
Sc0001070	633625
Sc0001071	632893
Sc0001072	632838
Sc0001073	632355
Sc0001074	632151
Sc0001075	631772
Sc0001076	631445
Sc0001077	631354
Sc0001078	631186
Sc0001079	630641
Sc0001080	629982
Sc0001081	629722
Sc0001082	629709
Sc0001083	629690
Sc0001084	629178
Sc0001085	627503
Sc0001086	627105
Sc0001087	626619
Sc0001088	626140
Sc0001089	624623
Sc0001090	624569
Sc0001091	624259
Sc0001092	623958
Sc0001093	623896
Sc0001094	623580
Sc0001095	623093
Sc0001096	622884
Sc0001097	622712
Sc0001098	622618
Sc0001099	622244
Sc0001100	621964
Sc0001101	621906
Sc0001102	620819
Sc0001103	620436
Sc0001104	619995
Sc0001105	619222
Sc0001106	618904
Sc0001107	618704
Sc0001108	617611
Sc0001109	617011
Sc0001110	616688
Sc0001111	616496
Sc0001112	616333
Sc0001113	616060
Sc0001114	615577
Sc0001115	615516
Sc0001116	615302
Sc0001117	614740
Sc0001118	614162
Sc0001119	613751
Sc0001120	613212
Sc0001121	613150
Sc0001122	613123
Sc0001123	612839
Sc0001124	612248
Sc0001125	612023
Sc0001126	611457
Sc0001127	610780
Sc0001128	610467
Sc0001129	610317
Sc0001130	609594
Sc0001131	609174
Sc0001132	609076
Sc0001133	609013
Sc0001134	608787
Sc0001135	608781
Sc0001136	608275
Sc0001137	608069
Sc0001138	607875
Sc0001139	607643
Sc0001140	607606
Sc0001141	607184
Sc0001142	607171
Sc0001143	606920
Sc0001144	606494
Sc0001145	605719
Sc0001146	603884
Sc0001147	603454
Sc0001148	602891
Sc0001149	602748
Sc0001150	602661
Sc0001151	602181
Sc0001152	601922
Sc0001153	599756
Sc0001154	599313
Sc0001155	599045
Sc0001156	597663
Sc0001157	597271
Sc0001158	597175
Sc0001159	595120
Sc0001160	594844
Sc0001161	594179
Sc0001162	593867
Sc0001163	593866
Sc0001164	593793
Sc0001165	591230
Sc0001166	591131
Sc0001167	589465
Sc0001168	589313
Sc0001169	588757
Sc0001170	587790
Sc0001171	587696
Sc0001172	587626
Sc0001173	587492
Sc0001174	587226
Sc0001175	587099
Sc0001176	587003
Sc0001177	586043
Sc0001178	585526
Sc0001179	585509
Sc0001180	584877
Sc0001181	584365
Sc0001182	584080
Sc0001183	582369
Sc0001184	582222
Sc0001185	582137
Sc0001186	582074
Sc0001187	581962
Sc0001188	581467
Sc0001189	580897
Sc0001190	580703
Sc0001191	579932
Sc0001192	579163
Sc0001193	579091
Sc0001194	578943
Sc0001195	578270
Sc0001196	578020
Sc0001197	577790
Sc0001198	577477
Sc0001199	577024
Sc0001200	577023
Sc0001201	576899
Sc0001202	576786
Sc0001203	576590
Sc0001204	574989
Sc0001205	574952
Sc0001206	574782
Sc0001207	574760
Sc0001208	574711
Sc0001209	574407
Sc0001210	574186
Sc0001211	574166
Sc0001212	573828
Sc0001213	573817
Sc0001214	573776
Sc0001215	573769
Sc0001216	573362
Sc0001217	573328
Sc0001218	572932
Sc0001219	572784
Sc0001220	572691
Sc0001221	572269
Sc0001222	571655
Sc0001223	571570
Sc0001224	571402
Sc0001225	570607
Sc0001226	570312
Sc0001227	569671
Sc0001228	569561
Sc0001229	569277
Sc0001230	569042
Sc0001231	569012
Sc0001232	568940
Sc0001233	568451
Sc0001234	568118
Sc0001235	568092
Sc0001236	567896
Sc0001237	567890
Sc0001238	567645
Sc0001239	567190
Sc0001240	567165
Sc0001241	566652
Sc0001242	566208
Sc0001243	565570
Sc0001244	565338
Sc0001245	565140
Sc0001246	565124
Sc0001247	564840
Sc0001248	564734
Sc0001249	564602
Sc0001250	564331
Sc0001251	563895
Sc0001252	563793
Sc0001253	563761
Sc0001254	563279
Sc0001255	563070
Sc0001256	562854
Sc0001257	562697
Sc0001258	562672
Sc0001259	562237
Sc0001260	561815
Sc0001261	561761
Sc0001262	561705
Sc0001263	560067
Sc0001264	558723
Sc0001265	557948
Sc0001266	556154
Sc0001267	556100
Sc0001268	555849
Sc0001269	555580
Sc0001270	555571
Sc0001271	555332
Sc0001272	555273
Sc0001273	555235
Sc0001274	555232
Sc0001275	555023
Sc0001276	554755
Sc0001277	553844
Sc0001278	553844
Sc0001279	553714
Sc0001280	553607
Sc0001281	553537
Sc0001282	553260
Sc0001283	553101
Sc0001284	552589
Sc0001285	552506
Sc0001286	551569
Sc0001287	551263
Sc0001288	551252
Sc0001289	551213
Sc0001290	550654
Sc0001291	550266
Sc0001292	550090
Sc0001293	550012
Sc0001294	549108
Sc0001295	548773
Sc0001296	548647
Sc0001297	548608
Sc0001298	547404
Sc0001299	547379
Sc0001300	547350
Sc0001301	546969
Sc0001302	545041
Sc0001303	544582
Sc0001304	544351
Sc0001305	543774
Sc0001306	543604
Sc0001307	542882
Sc0001308	541924
Sc0001309	541594
Sc0001310	541561
Sc0001311	541484
Sc0001312	541398
Sc0001313	541313
Sc0001314	541193
Sc0001315	540811
Sc0001316	540708
Sc0001317	540232
Sc0001318	540220
Sc0001319	539684
Sc0001320	539551
Sc0001321	539530
Sc0001322	539010
Sc0001323	538998
Sc0001324	538124
Sc0001325	537959
Sc0001326	537648
Sc0001327	537361
Sc0001328	536991
Sc0001329	536963
Sc0001330	535990
Sc0001331	535670
Sc0001332	534922
Sc0001333	534751
Sc0001334	534511
Sc0001335	534363
Sc0001336	533767
Sc0001337	533747
Sc0001338	533125
Sc0001339	532846
Sc0001340	532844
Sc0001341	532297
Sc0001342	532034
Sc0001343	531561
Sc0001344	531503
Sc0001345	531046
Sc0001346	530906
Sc0001347	530819
Sc0001348	530722
Sc0001349	530667
Sc0001350	530633
Sc0001351	530483
